"COUNTRY,""Country"",""VAR"",""Variable"",""POPULATION"",""Population"",""TIME"",""Time"",""Value"",""Flag Codes"",""Flags"""
"GBR,""United Kingdom"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",183000,,"
"GBR,""United Kingdom"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",182500,,"
"GBR,""United Kingdom"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2013"",""2013"",42.459999,,"
"GBR,""United Kingdom"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2015"",""2015"",41.93,,"
"GBR,""United Kingdom"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2017"",""2017"",40,,"
"GBR,""United Kingdom"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2013"",""2013"",52.529999,,"
"GBR,""United Kingdom"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2015"",""2015"",52.59,,"
"GBR,""United Kingdom"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2017"",""2017"",50.599998,,"
"GBR,""United Kingdom"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2013"",""2013"",5.79,,"
"GBR,""United Kingdom"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2015"",""2015"",5.5999999,,"
"GBR,""United Kingdom"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2017"",""2017"",5.5999999,,"
"GBR,""United Kingdom"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2013"",""2013"",9.6899996,,"
"GBR,""United Kingdom"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2015"",""2015"",9.1899996,,"
"GBR,""United Kingdom"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2017"",""2017"",9.6000004,,"
"GBR,""United Kingdom"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2009"",""2009"",4.5142221,,"
"GBR,""United Kingdom"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2011"",""2011"",4.216207,,"
"GBR,""United Kingdom"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2013"",""2013"",3.4759791,,"
"GBR,""United Kingdom"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2015"",""2015"",3.283771,,"
"GBR,""United Kingdom"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2017"",""2017"",3.645627,,"
"GRC,""Greece"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2009"",""2009"",101934,,"
"GRC,""Greece"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",65058,,"
"GRC,""Greece"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",60036,,"
"GRC,""Greece"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2009"",""2009"",57.860001,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",66.169998,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",69.709999,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2009"",""2009"",70.389999,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",76.730003,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",77.540001,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2009"",""2009"",8.9799995,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",12.88,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",13.63,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2009"",""2009"",12.08,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",17.190001,""D"",""Difference in methodology"""
"GRC,""Greece"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",16.299999,""D"",""Difference in methodology"""
"GRC,""Greece"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2009"",""2009"",6.458869,,"
"GRC,""Greece"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2014"",""2014"",5.2524018,,"
"GRC,""Greece"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2018"",""2018"",4.4982519,,"
"HUN,""Hungary"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",8095486,,"
"HUN,""Hungary"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",11200000,,"
"HUN,""Hungary"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",41.490002,""D"",""Difference in methodology"""
"HUN,""Hungary"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2017"",""2017"",63.950001,""D"",""Difference in methodology"""
"HUN,""Hungary"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",48.18,""D"",""Difference in methodology"""
"HUN,""Hungary"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2017"",""2017"",69.879997,""D"",""Difference in methodology"""
"HUN,""Hungary"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",9.7600002,""D"",""Difference in methodology"""
"HUN,""Hungary"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2017"",""2017"",9.7799997,""D"",""Difference in methodology"""
"HUN,""Hungary"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",11.69,""D"",""Difference in methodology"""
"HUN,""Hungary"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2017"",""2017"",11.92,""D"",""Difference in methodology"""
"HUN,""Hungary"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2014"",""2014"",5.01651,,"
"HUN,""Hungary"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2017"",""2017"",5.4571648,,"
"IRL,""Ireland"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",100600,,"
"IRL,""Ireland"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",179090,,"
"IRL,""Ireland"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2013"",""2013"",57.470001,""D"",""Difference in methodology"""
"IRL,""Ireland"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",56.889999,""D"",""Difference in methodology"""
"IRL,""Ireland"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2013"",""2013"",68.010002,""D"",""Difference in methodology"""
"IRL,""Ireland"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",70.510002,""D"",""Difference in methodology"""
"IRL,""Ireland"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2013"",""2013"",26.870001,""D"",""Difference in methodology"""
"IRL,""Ireland"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",16,""D"",""Difference in methodology"""
"IRL,""Ireland"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2013"",""2013"",30.17,""D"",""Difference in methodology"""
"IRL,""Ireland"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",20.24,""D"",""Difference in methodology"""
"IRL,""Ireland"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2013"",""2013"",-2.062397,,"
"IRL,""Ireland"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2018"",""2018"",2.7414911,,"
"ITA,""Italy"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",173387,,"
"ITA,""Italy"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",147000,,"
"ITA,""Italy"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",132266,,"
"ITA,""Italy"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2010"",""2010"",35.830002,,"
"ITA,""Italy"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",38.400002,,"
"ITA,""Italy"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2016"",""2016"",36.189999,,"
"ITA,""Italy"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2010"",""2010"",48.939999,,"
"ITA,""Italy"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",52.029999,,"
"ITA,""Italy"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2016"",""2016"",50.869999,,"
"ITA,""Italy"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2010"",""2010"",7.4400001,,"
"ITA,""Italy"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",10.26,,"
"ITA,""Italy"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2016"",""2016"",10.06,,"
"ITA,""Italy"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2010"",""2010"",10.5,,"
"ITA,""Italy"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",14.42,,"
"ITA,""Italy"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2016"",""2016"",14.12,,"
"ITA,""Italy"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2010"",""2010"",4.845057,,"
"ITA,""Italy"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2014"",""2014"",4.5302329,,"
"ITA,""Italy"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2016"",""2016"",4.650033,,"
"KOR,""Korea"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",147000000,,"
"KOR,""Korea"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",165000000,,"
"KOR,""Korea"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2019"",""2019"",201000000,,"
"KOR,""Korea"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2015"",""2015"",22.460541,,"
"KOR,""Korea"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2019"",""2019"",20.283489,,"
"KOR,""Korea"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2015"",""2015"",32.36132,,"
"KOR,""Korea"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2019"",""2019"",31.000589,,"
"KOR,""Korea"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2015"",""2015"",4.9460888,,"
"KOR,""Korea"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2019"",""2019"",5.1604128,,"
"KOR,""Korea"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2015"",""2015"",6.946918,,"
"KOR,""Korea"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2019"",""2019"",7.0368438,,"
"KOR,""Korea"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2013"",""2013"",5.4432182,,"
"KOR,""Korea"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2015"",""2015"",5.9914341,,"
"KOR,""Korea"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2019"",""2019"",5.585351,,"
"LUX,""Luxembourg"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",397841,,"
"LUX,""Luxembourg"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",437510,,"
"LUX,""Luxembourg"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",498454,,"
"LUX,""Luxembourg"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2011"",""2011"",37.220001,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",38.610001,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",38.380001,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2011"",""2011"",50.650002,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",51.34,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",49.5,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2011"",""2011"",10.14,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",10.88,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",9.7600002,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2011"",""2011"",14.53,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",14.91,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",14.02,""D"",""Difference in methodology"""
"LUX,""Luxembourg"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2011"",""2011"",3.8431971,,"
"LUX,""Luxembourg"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2014"",""2014"",3.8777399,,"
"LUX,""Luxembourg"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2018"",""2018"",4.1011901,,"
"LVA,""Latvia"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",14180,,"
"LVA,""Latvia"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",20477,,"
"LVA,""Latvia"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",79.779999,""D"",""Difference in methodology"""
"LVA,""Latvia"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2017"",""2017"",83.230003,""D"",""Difference in methodology"""
"LVA,""Latvia"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",86.580002,""D"",""Difference in methodology"""
"LVA,""Latvia"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2017"",""2017"",89.080002,""D"",""Difference in methodology"""
"LVA,""Latvia"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",18.139999,""D"",""Difference in methodology"""
"LVA,""Latvia"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2017"",""2017"",15.9,""D"",""Difference in methodology"""
"LVA,""Latvia"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",20.969999,""D"",""Difference in methodology"""
"LVA,""Latvia"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2017"",""2017"",20.280001,""D"",""Difference in methodology"""
"LVA,""Latvia"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2014"",""2014"",-0.0207406,,"
"LVA,""Latvia"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2017"",""2017"",3.1194501,,"
"NLD,""Netherlands"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",31800,,"
"NLD,""Netherlands"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",20900,,"
"NLD,""Netherlands"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2019"",""2019"",52000,,"
"NLD,""Netherlands"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2011"",""2011"",12,,"
"NLD,""Netherlands"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2015"",""2015"",15,,"
"NLD,""Netherlands"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2019"",""2019"",14,,"
"NLD,""Netherlands"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2011"",""2011"",28,,"
"NLD,""Netherlands"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2015"",""2015"",31,,"
"NLD,""Netherlands"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2019"",""2019"",30,,"
"NLD,""Netherlands"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2011"",""2011"",25,,"
"NLD,""Netherlands"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2015"",""2015"",32,,"
"NLD,""Netherlands"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2019"",""2019"",21,,"
"NLD,""Netherlands"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2011"",""2011"",31,,"
"NLD,""Netherlands"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2015"",""2015"",37,,"
"NLD,""Netherlands"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2019"",""2019"",26,,"
"NLD,""Netherlands"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2011"",""2011"",-3.3885801,,"
"NLD,""Netherlands"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2015"",""2015"",-5.5486279,,"
"NLD,""Netherlands"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2019"",""2019"",-2.062849,,"
"NOR,""Norway"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2012"",""2012"",998500,,"
"NOR,""Norway"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",1163457,,"
"NOR,""Norway"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",1312669,,"
"NOR,""Norway"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2015"",""2015"",26.860001,,"
"NOR,""Norway"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",25.700001,,"
"NOR,""Norway"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2015"",""2015"",39.889999,,"
"NOR,""Norway"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",37.959999,,"
"NOR,""Norway"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2015"",""2015"",24.950001,,"
"NOR,""Norway"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",25.280001,,"
"NOR,""Norway"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2015"",""2015"",27.290001,,"
"NOR,""Norway"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",27.559999,,"
"NOR,""Norway"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2012"",""2012"",-3.5941839,,"
"NOR,""Norway"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2015"",""2015"",-3.0042939,,"
"NOR,""Norway"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2018"",""2018"",-2.879539,,"
"NZL,""New Zealand"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",289000,,"
"NZL,""New Zealand"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",340000,,"
"NZL,""New Zealand"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",62.700001,,"
"NZL,""New Zealand"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",49.900002,,"
"NZL,""New Zealand"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",69.699997,,"
"NZL,""New Zealand"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",62.200001,,"
"NZL,""New Zealand"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",10.2,,"
"NZL,""New Zealand"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2018"",""2018"",11.3,,"
"NZL,""New Zealand"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",13.7,,"
"NZL,""New Zealand"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2018"",""2018"",14.8,,"
"NZL,""New Zealand"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2014"",""2014"",3.1478021,,"
"NZL,""New Zealand"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2018"",""2018"",2.636023,,"
"POL,""Poland"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",239274.41,,"
"POL,""Poland"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2016"",""2016"",263947.41,,"
"POL,""Poland"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",61.709999,""D"",""Difference in methodology"""
"POL,""Poland"",""T6AC2"",""Share of individuals with eq. liquid financial wealth <25% of income poverty line"",""TP"",""Total Population"",""2016"",""2016"",47.799999,""D"",""Difference in methodology"""
"POL,""Poland"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",73.610001,""D"",""Difference in methodology"""
"POL,""Poland"",""T6AC3"",""Share of individuals with eq. liquid financial wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2016"",""2016"",59.200001,""D"",""Difference in methodology"""
"POL,""Poland"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2014"",""2014"",10.37,""D"",""Difference in methodology"""
"POL,""Poland"",""T6AC6"",""Share of individuals with eq. net wealth < 25% of income poverty line"",""TP"",""Total Population"",""2016"",""2016"",7.27,""D"",""Difference in methodology"""
"POL,""Poland"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2014"",""2014"",12.43,""D"",""Difference in methodology"""
"POL,""Poland"",""T6AC7"",""Share of individuals with eq. net wealth <50 % of  income poverty line"",""TP"",""Total Population"",""2016"",""2016"",9.0100002,""D"",""Difference in methodology"""
"POL,""Poland"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2014"",""2014"",6.2256198,,"
"POL,""Poland"",""SB40"",""Share of bottom 40% of wealth"",""TP"",""Total Population"",""2016"",""2016"",7.5705199,,"
"PRT,""Portugal"",""T1C6"",""Median net wealth per household (current prices)"",""TP"",""Total Population"",""2010"",""2010"",78739,,"
